State,Commodity Group,Commodity,Month,Arrival Quantity 01-01-2024 to 10-04-2026,Arrival Unit,Modal Price 01-01-2024 to 10-04-2026,Price Unit
Andhra Pradesh,Cereals,sorghum,January-2024,0.5,Metric Tonnes,3155.2,Rs./Quintal
Andhra Pradesh,Cereals,maize,January-2024,402.88,Metric Tonnes,2076.71,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,February-2024,0.54,Metric Tonnes,3149.63,Rs./Quintal
Andhra Pradesh,Cereals,maize,February-2024,3904.18,Metric Tonnes,2101.65,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,March-2024,0.35,Metric Tonnes,3188.57,Rs./Quintal
Andhra Pradesh,Cereals,maize,March-2024,303.05,Metric Tonnes,2062.52,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,April-2024,0.13,Metric Tonnes,3180.0,Rs./Quintal
Andhra Pradesh,Cereals,maize,April-2024,3166.9,Metric Tonnes,2151.62,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,May-2024,0.21,Metric Tonnes,3182.38,Rs./Quintal
Andhra Pradesh,Cereals,maize,May-2024,1208.3,Metric Tonnes,2203.29,Rs./Quintal
Andhra Pradesh,Cereals,maize,June-2024,145.2,Metric Tonnes,2217.88,Rs./Quintal
Andhra Pradesh,Cereals,maize,July-2024,1344.7,Metric Tonnes,2200.95,Rs./Quintal
Andhra Pradesh,Cereals,maize,August-2024,1164.4,Metric Tonnes,2237.44,Rs./Quintal
Andhra Pradesh,Cereals,maize,September-2024,100.0,Metric Tonnes,2520.0,Rs./Quintal
Andhra Pradesh,Cereals,maize,October-2024,291.06,Metric Tonnes,2411.55,Rs./Quintal
Andhra Pradesh,Cereals,maize,November-2024,99.77,Metric Tonnes,2201.09,Rs./Quintal
Andhra Pradesh,Cereals,maize,December-2024,77.68,Metric Tonnes,2121.98,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,January-2025,7675.0,Metric Tonnes,3217.25,Rs./Quintal
Andhra Pradesh,Cereals,maize,January-2025,2308.43,Metric Tonnes,2306.96,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,February-2025,27227.0,Metric Tonnes,2734.82,Rs./Quintal
Andhra Pradesh,Cereals,maize,February-2025,3812.3,Metric Tonnes,2649.76,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,March-2025,43842.0,Metric Tonnes,2131.72,Rs./Quintal
Andhra Pradesh,Cereals,maize,March-2025,19244.3,Metric Tonnes,2176.92,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,April-2025,12970.0,Metric Tonnes,2415.27,Rs./Quintal
Andhra Pradesh,Cereals,maize,April-2025,25756.55,Metric Tonnes,2214.62,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,May-2025,2950.0,Metric Tonnes,2836.22,Rs./Quintal
Andhra Pradesh,Cereals,maize,May-2025,13907.6,Metric Tonnes,2295.88,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,June-2025,4662.0,Metric Tonnes,2408.1,Rs./Quintal
Andhra Pradesh,Cereals,maize,June-2025,6706.7,Metric Tonnes,2241.24,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,July-2025,550.0,Metric Tonnes,2381.82,Rs./Quintal
Andhra Pradesh,Cereals,maize,July-2025,6235.7,Metric Tonnes,2304.96,Rs./Quintal
Andhra Pradesh,Cereals,maize,August-2025,2218.65,Metric Tonnes,2308.14,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,September-2025,600.0,Metric Tonnes,2100.0,Rs./Quintal
Andhra Pradesh,Cereals,maize,September-2025,6524.1,Metric Tonnes,2312.46,Rs./Quintal
Andhra Pradesh,Cereals,maize,October-2025,13885.6,Metric Tonnes,2337.24,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,November-2025,7495.0,Metric Tonnes,2365.76,Rs./Quintal
Andhra Pradesh,Cereals,maize,November-2025,36420.2,Metric Tonnes,2317.58,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,December-2025,4482.0,Metric Tonnes,2385.61,Rs./Quintal
Andhra Pradesh,Cereals,maize,December-2025,29157.5,Metric Tonnes,2239.67,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,January-2026,8206.0,Metric Tonnes,2118.35,Rs./Quintal
Andhra Pradesh,Cereals,maize,January-2026,8617.9,Metric Tonnes,2184.92,Rs./Quintal
Andhra Pradesh,Cereals,sorghum,February-2026,487.0,Metric Tonnes,2000.0,Rs./Quintal
Andhra Pradesh,Cereals,maize,February-2026,2490.35,Metric Tonnes,2079.3,Rs./Quintal
Andhra Pradesh,Cereals,maize,March-2026,158.6,Metric Tonnes,1658.12,Rs./Quintal
Andhra Pradesh,Cereals,maize,April-2026,219.32,Metric Tonnes,1578.02,Rs./Quintal
Assam,Cereals,maize,February-2026,2.2,Metric Tonnes,1600.0,Rs./Quintal
Assam,Cereals,maize,March-2026,3.9,Metric Tonnes,1591.03,Rs./Quintal
Assam,Cereals,maize,April-2026,0.6,Metric Tonnes,1600.0,Rs./Quintal
Bihar,Cereals,wheat,January-2024,1384.7,Metric Tonnes,2542.6,Rs./Quintal
Bihar,Cereals,wheat,February-2024,843.0,Metric Tonnes,2537.25,Rs./Quintal
Bihar,Cereals,wheat,March-2024,523.75,Metric Tonnes,2536.83,Rs./Quintal
Bihar,Cereals,wheat,April-2024,3823.03,Metric Tonnes,2295.55,Rs./Quintal
Bihar,Cereals,wheat,May-2024,7404.5,Metric Tonnes,2356.78,Rs./Quintal
Bihar,Cereals,wheat,June-2024,3407.55,Metric Tonnes,2411.13,Rs./Quintal
Bihar,Cereals,wheat,July-2024,1504.2,Metric Tonnes,2403.41,Rs./Quintal
Bihar,Cereals,wheat,August-2024,1959.9,Metric Tonnes,2453.66,Rs./Quintal
Bihar,Cereals,wheat,September-2024,3817.0,Metric Tonnes,2504.96,Rs./Quintal
Bihar,Cereals,wheat,October-2024,3441.1,Metric Tonnes,2670.49,Rs./Quintal
Bihar,Cereals,wheat,November-2024,2822.3,Metric Tonnes,2785.38,Rs./Quintal
Bihar,Cereals,wheat,December-2024,2887.6,Metric Tonnes,2892.4,Rs./Quintal
Bihar,Cereals,wheat,January-2025,2524.5,Metric Tonnes,2939.34,Rs./Quintal
Bihar,Cereals,wheat,February-2025,3120.1,Metric Tonnes,2983.03,Rs./Quintal
Bihar,Cereals,wheat,March-2025,4008.0,Metric Tonnes,3019.74,Rs./Quintal
Bihar,Cereals,wheat,April-2025,6305.0,Metric Tonnes,2660.43,Rs./Quintal
Bihar,Cereals,wheat,May-2025,8129.02,Metric Tonnes,2475.21,Rs./Quintal
Bihar,Cereals,wheat,June-2025,6473.0,Metric Tonnes,2472.61,Rs./Quintal
Bihar,Cereals,wheat,July-2025,5261.0,Metric Tonnes,2504.98,Rs./Quintal
Bihar,Cereals,wheat,August-2025,4858.0,Metric Tonnes,2671.7,Rs./Quintal
Bihar,Cereals,wheat,September-2025,4590.0,Metric Tonnes,2672.16,Rs./Quintal
Bihar,Cereals,wheat,October-2025,2100.0,Metric Tonnes,2677.14,Rs./Quintal
Bihar,Cereals,wheat,November-2025,600.0,Metric Tonnes,2675.0,Rs./Quintal
Bihar,Cereals,wheat,December-2025,3550.0,Metric Tonnes,2607.46,Rs./Quintal
Bihar,Cereals,wheat,January-2026,2135.0,Metric Tonnes,2646.6,Rs./Quintal
Bihar,Cereals,wheat,February-2026,2070.0,Metric Tonnes,2533.38,Rs./Quintal
Bihar,Cereals,wheat,March-2026,600.0,Metric Tonnes,2483.33,Rs./Quintal
Chattisgarh,Cereals,barley,January-2024,10.0,Metric Tonnes,1740.0,Rs./Quintal
Chattisgarh,Cereals,sorghum,January-2024,87.0,Metric Tonnes,4000.0,Rs./Quintal
Chattisgarh,Cereals,maize,January-2024,43691.7,Metric Tonnes,2051.88,Rs./Quintal
Chattisgarh,Cereals,wheat,January-2024,1304.7,Metric Tonnes,2508.59,Rs./Quintal
Chattisgarh,Cereals,barley,February-2024,40.0,Metric Tonnes,1740.0,Rs./Quintal
Chattisgarh,Cereals,maize,February-2024,11216.0,Metric Tonnes,2045.22,Rs./Quintal
Chattisgarh,Cereals,wheat,February-2024,1812.7,Metric Tonnes,2212.94,Rs./Quintal
Chattisgarh,Cereals,barley,March-2024,58.5,Metric Tonnes,1529.57,Rs./Quintal
Chattisgarh,Cereals,maize,March-2024,13616.2,Metric Tonnes,2058.79,Rs./Quintal
Chattisgarh,Cereals,wheat,March-2024,13033.75,Metric Tonnes,2184.48,Rs./Quintal
Chattisgarh,Cereals,barley,April-2024,18.0,Metric Tonnes,1840.0,Rs./Quintal
Chattisgarh,Cereals,maize,April-2024,39990.5,Metric Tonnes,1926.06,Rs./Quintal
Chattisgarh,Cereals,wheat,April-2024,23907.75,Metric Tonnes,2116.17,Rs./Quintal
Chattisgarh,Cereals,barley,May-2024,17.0,Metric Tonnes,1850.0,Rs./Quintal
Chattisgarh,Cereals,sorghum,May-2024,29.3,Metric Tonnes,2121.0,Rs./Quintal
Chattisgarh,Cereals,maize,May-2024,80496.85,Metric Tonnes,2028.69,Rs./Quintal
Chattisgarh,Cereals,wheat,May-2024,16728.2,Metric Tonnes,2141.24,Rs./Quintal
Chattisgarh,Cereals,barley,June-2024,50.0,Metric Tonnes,1850.0,Rs./Quintal
Chattisgarh,Cereals,sorghum,June-2024,29.5,Metric Tonnes,2601.0,Rs./Quintal
Chattisgarh,Cereals,maize,June-2024,86411.25,Metric Tonnes,2031.03,Rs./Quintal
Chattisgarh,Cereals,wheat,June-2024,13749.01,Metric Tonnes,2145.16,Rs./Quintal
Chattisgarh,Cereals,barley,July-2024,41.8,Metric Tonnes,1850.0,Rs./Quintal
Chattisgarh,Cereals,sorghum,July-2024,15.0,Metric Tonnes,2600.0,Rs./Quintal
Chattisgarh,Cereals,maize,July-2024,20867.36,Metric Tonnes,2063.55,Rs./Quintal
Chattisgarh,Cereals,wheat,July-2024,15002.61,Metric Tonnes,2152.08,Rs./Quintal
Chattisgarh,Cereals,barley,August-2024,2.5,Metric Tonnes,1855.0,Rs./Quintal
Chattisgarh,Cereals,maize,August-2024,10296.8,Metric Tonnes,2129.99,Rs./Quintal
Chattisgarh,Cereals,wheat,August-2024,3734.8,Metric Tonnes,2348.19,Rs./Quintal
Chattisgarh,Cereals,barley,September-2024,7.5,Metric Tonnes,1850.0,Rs./Quintal
Chattisgarh,Cereals,maize,September-2024,5280.0,Metric Tonnes,2147.77,Rs./Quintal
Chattisgarh,Cereals,wheat,September-2024,2176.1,Metric Tonnes,2374.02,Rs./Quintal
Chattisgarh,Cereals,sorghum,October-2024,0.2,Metric Tonnes,4000.0,Rs./Quintal
Chattisgarh,Cereals,maize,October-2024,8316.9,Metric Tonnes,2199.74,Rs./Quintal
Chattisgarh,Cereals,wheat,October-2024,1474.4,Metric Tonnes,2471.91,Rs./Quintal
Chattisgarh,Cereals,sorghum,November-2024,4.0,Metric Tonnes,3500.0,Rs./Quintal
Chattisgarh,Cereals,maize,November-2024,67538.48,Metric Tonnes,2184.32,Rs./Quintal
Chattisgarh,Cereals,wheat,November-2024,879.6,Metric Tonnes,2579.51,Rs./Quintal
Chattisgarh,Cereals,sorghum,December-2024,10.0,Metric Tonnes,2706.0,Rs./Quintal
Chattisgarh,Cereals,maize,December-2024,65254.1,Metric Tonnes,2183.41,Rs./Quintal
Chattisgarh,Cereals,wheat,December-2024,1797.1,Metric Tonnes,2725.05,Rs./Quintal
Chattisgarh,Cereals,barley,January-2025,10.0,Metric Tonnes,2500.0,Rs./Quintal
Chattisgarh,Cereals,sorghum,January-2025,80.0,Metric Tonnes,3297.88,Rs./Quintal
Chattisgarh,Cereals,maize,January-2025,33727.2,Metric Tonnes,2332.47,Rs./Quintal
Chattisgarh,Cereals,wheat,January-2025,6509.3,Metric Tonnes,2786.25,Rs./Quintal
Chattisgarh,Cereals,barley,February-2025,10.0,Metric Tonnes,2500.0,Rs./Quintal
Chattisgarh,Cereals,maize,February-2025,13454.7,Metric Tonnes,2316.01,Rs./Quintal
Chattisgarh,Cereals,wheat,February-2025,26986.1,Metric Tonnes,1554.29,Rs./Quintal
Chattisgarh,Cereals,barley,March-2025,70.2,Metric Tonnes,2450.5,Rs./Quintal
Chattisgarh,Cereals,sorghum,March-2025,0.9,Metric Tonnes,3154.44,Rs./Quintal
Chattisgarh,Cereals,maize,March-2025,16333.8,Metric Tonnes,2084.96,Rs./Quintal
Chattisgarh,Cereals,wheat,March-2025,33263.15,Metric Tonnes,2137.02,Rs./Quintal
Chattisgarh,Cereals,sorghum,April-2025,45.1,Metric Tonnes,2798.0,Rs./Quintal
Chattisgarh,Cereals,maize,April-2025,27506.1,Metric Tonnes,2130.64,Rs./Quintal
Chattisgarh,Cereals,wheat,April-2025,14333.15,Metric Tonnes,2528.22,Rs./Quintal
Chattisgarh,Cereals,sorghum,May-2025,12.0,Metric Tonnes,2800.0,Rs./Quintal
Chattisgarh,Cereals,maize,May-2025,63477.2,Metric Tonnes,2002.09,Rs./Quintal
Chattisgarh,Cereals,wheat,May-2025,16122.0,Metric Tonnes,2640.97,Rs./Quintal
Chattisgarh,Cereals,sorghum,June-2025,23.5,Metric Tonnes,3375.0,Rs./Quintal
Chattisgarh,Cereals,maize,June-2025,83288.66,Metric Tonnes,1959.92,Rs./Quintal
Chattisgarh,Cereals,wheat,June-2025,4278.3,Metric Tonnes,2662.35,Rs./Quintal
Chattisgarh,Cereals,barley,July-2025,36.7,Metric Tonnes,2459.13,Rs./Quintal
Chattisgarh,Cereals,sorghum,July-2025,33.0,Metric Tonnes,2892.0,Rs./Quintal
Chattisgarh,Cereals,maize,July-2025,19392.6,Metric Tonnes,2056.85,Rs./Quintal
Chattisgarh,Cereals,wheat,July-2025,38241.59,Metric Tonnes,1794.25,Rs./Quintal
Chattisgarh,Cereals,maize,August-2025,17847.6,Metric Tonnes,1961.34,Rs./Quintal
Chattisgarh,Cereals,wheat,August-2025,503.8,Metric Tonnes,2711.92,Rs./Quintal
Chattisgarh,Cereals,maize,September-2025,26780.3,Metric Tonnes,2006.43,Rs./Quintal
Chattisgarh,Cereals,wheat,September-2025,5798.9,Metric Tonnes,2739.24,Rs./Quintal
Chattisgarh,Cereals,sorghum,October-2025,7.0,Metric Tonnes,2395.0,Rs./Quintal
Chattisgarh,Cereals,maize,October-2025,15740.4,Metric Tonnes,2086.98,Rs./Quintal
Chattisgarh,Cereals,wheat,October-2025,27657.9,Metric Tonnes,2218.74,Rs./Quintal
Chattisgarh,Cereals,maize,November-2025,17301.5,Metric Tonnes,1810.42,Rs./Quintal
Chattisgarh,Cereals,wheat,November-2025,1555.8,Metric Tonnes,2744.73,Rs./Quintal
Chattisgarh,Cereals,maize,December-2025,38788.9,Metric Tonnes,1900.43,Rs./Quintal
Chattisgarh,Cereals,wheat,December-2025,1205.36,Metric Tonnes,2637.39,Rs./Quintal
Chattisgarh,Cereals,barley,January-2026,26.3,Metric Tonnes,2200.0,Rs./Quintal
Chattisgarh,Cereals,maize,January-2026,55891.2,Metric Tonnes,1834.45,Rs./Quintal
Chattisgarh,Cereals,wheat,January-2026,1182.8,Metric Tonnes,2389.4,Rs./Quintal
Chattisgarh,Cereals,maize,February-2026,25957.6,Metric Tonnes,1829.31,Rs./Quintal
Chattisgarh,Cereals,wheat,February-2026,3407.6,Metric Tonnes,2822.61,Rs./Quintal
Chattisgarh,Cereals,barley,March-2026,51.4,Metric Tonnes,2156.71,Rs./Quintal
Chattisgarh,Cereals,sorghum,March-2026,11.1,Metric Tonnes,3267.84,Rs./Quintal
Chattisgarh,Cereals,maize,March-2026,27260.4,Metric Tonnes,1866.16,Rs./Quintal
Chattisgarh,Cereals,wheat,March-2026,16621.6,Metric Tonnes,2222.72,Rs./Quintal
Chattisgarh,Cereals,maize,April-2026,1075.4,Metric Tonnes,1803.34,Rs./Quintal
Chattisgarh,Cereals,wheat,April-2026,3831.4,Metric Tonnes,2192.74,Rs./Quintal
Gujarat,Cereals,barley,January-2024,1.06,Metric Tonnes,2099.06,Rs./Quintal
Gujarat,Cereals,sorghum,January-2024,1805.9,Metric Tonnes,4145.99,Rs./Quintal
Gujarat,Cereals,maize,January-2024,3346.58,Metric Tonnes,2374.9,Rs./Quintal
Gujarat,Cereals,wheat,January-2024,21097.77,Metric Tonnes,2774.39,Rs./Quintal
Gujarat,Cereals,barley,February-2024,21.4,Metric Tonnes,2099.21,Rs./Quintal
Gujarat,Cereals,sorghum,February-2024,2249.93,Metric Tonnes,3772.14,Rs./Quintal
Gujarat,Cereals,maize,February-2024,2963.92,Metric Tonnes,2363.34,Rs./Quintal
Gujarat,Cereals,wheat,February-2024,74976.71,Metric Tonnes,2529.56,Rs./Quintal
Gujarat,Cereals,barley,March-2024,57.35,Metric Tonnes,2070.41,Rs./Quintal
Gujarat,Cereals,sorghum,March-2024,1492.57,Metric Tonnes,3755.75,Rs./Quintal
Gujarat,Cereals,maize,March-2024,3772.6,Metric Tonnes,2381.63,Rs./Quintal
Gujarat,Cereals,wheat,March-2024,140097.75,Metric Tonnes,2589.76,Rs./Quintal
Gujarat,Cereals,barley,April-2024,32.24,Metric Tonnes,2199.43,Rs./Quintal
Gujarat,Cereals,sorghum,April-2024,1220.6,Metric Tonnes,3317.22,Rs./Quintal
Gujarat,Cereals,maize,April-2024,8955.27,Metric Tonnes,2239.82,Rs./Quintal
Gujarat,Cereals,wheat,April-2024,133426.62,Metric Tonnes,2638.74,Rs./Quintal
Gujarat,Cereals,barley,May-2024,21.86,Metric Tonnes,2215.7,Rs./Quintal
Gujarat,Cereals,sorghum,May-2024,4742.37,Metric Tonnes,3608.38,Rs./Quintal
Gujarat,Cereals,maize,May-2024,11210.13,Metric Tonnes,2237.61,Rs./Quintal
Gujarat,Cereals,wheat,May-2024,77616.08,Metric Tonnes,2597.95,Rs./Quintal
Gujarat,Cereals,barley,June-2024,3.75,Metric Tonnes,2188.15,Rs./Quintal
Gujarat,Cereals,sorghum,June-2024,7147.95,Metric Tonnes,4005.93,Rs./Quintal
Gujarat,Cereals,maize,June-2024,3867.71,Metric Tonnes,2407.62,Rs./Quintal
Gujarat,Cereals,wheat,June-2024,39033.73,Metric Tonnes,2614.53,Rs./Quintal
Gujarat,Cereals,barley,July-2024,5.71,Metric Tonnes,2140.99,Rs./Quintal
Gujarat,Cereals,sorghum,July-2024,3305.03,Metric Tonnes,4107.86,Rs./Quintal
Gujarat,Cereals,maize,July-2024,4084.08,Metric Tonnes,2466.77,Rs./Quintal
Gujarat,Cereals,wheat,July-2024,23272.91,Metric Tonnes,2650.93,Rs./Quintal
Gujarat,Cereals,barley,August-2024,1.12,Metric Tonnes,2125.63,Rs./Quintal
Gujarat,Cereals,sorghum,August-2024,1310.91,Metric Tonnes,3756.45,Rs./Quintal
Gujarat,Cereals,maize,August-2024,3299.94,Metric Tonnes,2502.64,Rs./Quintal
Gujarat,Cereals,wheat,August-2024,20012.58,Metric Tonnes,2712.72,Rs./Quintal
Gujarat,Cereals,barley,September-2024,3.4,Metric Tonnes,2407.87,Rs./Quintal
Gujarat,Cereals,sorghum,September-2024,1211.26,Metric Tonnes,3392.57,Rs./Quintal
Gujarat,Cereals,maize,September-2024,3150.42,Metric Tonnes,2579.69,Rs./Quintal
Gujarat,Cereals,wheat,September-2024,25854.68,Metric Tonnes,2780.83,Rs./Quintal
Gujarat,Cereals,barley,October-2024,3.54,Metric Tonnes,2547.46,Rs./Quintal
Gujarat,Cereals,sorghum,October-2024,666.34,Metric Tonnes,3240.91,Rs./Quintal
Gujarat,Cereals,maize,October-2024,7098.87,Metric Tonnes,2477.7,Rs./Quintal
Gujarat,Cereals,wheat,October-2024,24382.91,Metric Tonnes,2873.05,Rs./Quintal
Gujarat,Cereals,barley,November-2024,1.94,Metric Tonnes,2858.39,Rs./Quintal
Gujarat,Cereals,sorghum,November-2024,683.0,Metric Tonnes,3405.31,Rs./Quintal
Gujarat,Cereals,maize,November-2024,8943.74,Metric Tonnes,2398.43,Rs./Quintal
Gujarat,Cereals,wheat,November-2024,30056.71,Metric Tonnes,2990.23,Rs./Quintal
Gujarat,Cereals,barley,December-2024,2.1,Metric Tonnes,2506.33,Rs./Quintal
Gujarat,Cereals,sorghum,December-2024,1046.7,Metric Tonnes,3637.23,Rs./Quintal
Gujarat,Cereals,maize,December-2024,6517.94,Metric Tonnes,2556.07,Rs./Quintal
Gujarat,Cereals,wheat,December-2024,27763.87,Metric Tonnes,2980.48,Rs./Quintal
Gujarat,Cereals,barley,January-2025,0.98,Metric Tonnes,2691.33,Rs./Quintal
Gujarat,Cereals,sorghum,January-2025,1218.22,Metric Tonnes,3854.25,Rs./Quintal
Gujarat,Cereals,maize,January-2025,4470.69,Metric Tonnes,2664.78,Rs./Quintal
Gujarat,Cereals,wheat,January-2025,17746.55,Metric Tonnes,3053.45,Rs./Quintal
Gujarat,Cereals,barley,February-2025,8.1,Metric Tonnes,2602.22,Rs./Quintal
Gujarat,Cereals,sorghum,February-2025,2089.7,Metric Tonnes,4118.03,Rs./Quintal
Gujarat,Cereals,maize,February-2025,2965.46,Metric Tonnes,2632.27,Rs./Quintal
Gujarat,Cereals,wheat,February-2025,34382.32,Metric Tonnes,2886.42,Rs./Quintal
Gujarat,Cereals,barley,March-2025,25.95,Metric Tonnes,2293.13,Rs./Quintal
Gujarat,Cereals,sorghum,March-2025,2271.56,Metric Tonnes,3997.28,Rs./Quintal
Gujarat,Cereals,maize,March-2025,3798.46,Metric Tonnes,2562.6,Rs./Quintal
Gujarat,Cereals,wheat,March-2025,195037.84,Metric Tonnes,2615.22,Rs./Quintal
Gujarat,Cereals,barley,April-2025,37.2,Metric Tonnes,2329.1,Rs./Quintal
Gujarat,Cereals,sorghum,April-2025,1848.86,Metric Tonnes,3534.04,Rs./Quintal
Gujarat,Cereals,maize,April-2025,24632.94,Metric Tonnes,2273.84,Rs./Quintal
Gujarat,Cereals,wheat,April-2025,202987.24,Metric Tonnes,2614.86,Rs./Quintal
Gujarat,Cereals,barley,May-2025,18.59,Metric Tonnes,2237.49,Rs./Quintal
Gujarat,Cereals,sorghum,May-2025,6243.02,Metric Tonnes,3630.64,Rs./Quintal
Gujarat,Cereals,maize,May-2025,18005.43,Metric Tonnes,2215.52,Rs./Quintal
Gujarat,Cereals,wheat,May-2025,73797.82,Metric Tonnes,2549.47,Rs./Quintal
Gujarat,Cereals,barley,June-2025,6.25,Metric Tonnes,2262.2,Rs./Quintal
Gujarat,Cereals,sorghum,June-2025,9433.6,Metric Tonnes,3706.21,Rs./Quintal
Gujarat,Cereals,maize,June-2025,8217.51,Metric Tonnes,2266.13,Rs./Quintal
Gujarat,Cereals,wheat,June-2025,44306.89,Metric Tonnes,2499.93,Rs./Quintal
Gujarat,Cereals,barley,July-2025,5.03,Metric Tonnes,2737.69,Rs./Quintal
Gujarat,Cereals,sorghum,July-2025,3052.81,Metric Tonnes,3875.45,Rs./Quintal
Gujarat,Cereals,maize,July-2025,3967.66,Metric Tonnes,2289.32,Rs./Quintal
Gujarat,Cereals,wheat,July-2025,33189.93,Metric Tonnes,2556.71,Rs./Quintal
Gujarat,Cereals,barley,August-2025,2.66,Metric Tonnes,2447.03,Rs./Quintal
Gujarat,Cereals,sorghum,August-2025,1127.26,Metric Tonnes,3812.93,Rs./Quintal
Gujarat,Cereals,maize,August-2025,3976.05,Metric Tonnes,2354.31,Rs./Quintal
Gujarat,Cereals,wheat,August-2025,22127.49,Metric Tonnes,2657.42,Rs./Quintal
Gujarat,Cereals,barley,September-2025,3.11,Metric Tonnes,2368.93,Rs./Quintal
Gujarat,Cereals,sorghum,September-2025,892.08,Metric Tonnes,3136.29,Rs./Quintal
Gujarat,Cereals,maize,September-2025,3781.27,Metric Tonnes,2248.73,Rs./Quintal
Gujarat,Cereals,wheat,September-2025,27458.53,Metric Tonnes,2665.04,Rs./Quintal
Gujarat,Cereals,barley,October-2025,1.62,Metric Tonnes,2600.19,Rs./Quintal
Gujarat,Cereals,sorghum,October-2025,468.54,Metric Tonnes,3204.36,Rs./Quintal
Gujarat,Cereals,maize,October-2025,5242.14,Metric Tonnes,2082.97,Rs./Quintal
Gujarat,Cereals,wheat,October-2025,19345.52,Metric Tonnes,2636.23,Rs./Quintal
Gujarat,Cereals,barley,November-2025,7.7,Metric Tonnes,2604.47,Rs./Quintal
Gujarat,Cereals,sorghum,November-2025,1083.76,Metric Tonnes,4077.59,Rs./Quintal
Gujarat,Cereals,maize,November-2025,10733.7,Metric Tonnes,1952.78,Rs./Quintal
Gujarat,Cereals,wheat,November-2025,28340.41,Metric Tonnes,2643.01,Rs./Quintal
Gujarat,Cereals,barley,December-2025,6.3,Metric Tonnes,2381.91,Rs./Quintal
Gujarat,Cereals,sorghum,December-2025,1162.49,Metric Tonnes,3837.11,Rs./Quintal
Gujarat,Cereals,maize,December-2025,7637.79,Metric Tonnes,2041.07,Rs./Quintal
Gujarat,Cereals,wheat,December-2025,27167.84,Metric Tonnes,2608.21,Rs./Quintal
Gujarat,Cereals,barley,January-2026,3.06,Metric Tonnes,2500.0,Rs./Quintal
Gujarat,Cereals,sorghum,January-2026,1140.12,Metric Tonnes,4559.38,Rs./Quintal
Gujarat,Cereals,maize,January-2026,5531.64,Metric Tonnes,1989.1,Rs./Quintal
Gujarat,Cereals,wheat,January-2026,21200.04,Metric Tonnes,2626.14,Rs./Quintal
Gujarat,Cereals,barley,February-2026,6.82,Metric Tonnes,2322.08,Rs./Quintal
Gujarat,Cereals,sorghum,February-2026,2151.09,Metric Tonnes,4789.66,Rs./Quintal
Gujarat,Cereals,maize,February-2026,4543.58,Metric Tonnes,1894.52,Rs./Quintal
Gujarat,Cereals,wheat,February-2026,65291.25,Metric Tonnes,2470.1,Rs./Quintal
Gujarat,Cereals,barley,March-2026,43.28,Metric Tonnes,2223.76,Rs./Quintal
Gujarat,Cereals,sorghum,March-2026,2498.35,Metric Tonnes,4406.86,Rs./Quintal
Gujarat,Cereals,maize,March-2026,3712.58,Metric Tonnes,1850.29,Rs./Quintal
Gujarat,Cereals,wheat,March-2026,171400.21,Metric Tonnes,2448.33,Rs./Quintal
Gujarat,Cereals,barley,April-2026,15.23,Metric Tonnes,2158.53,Rs./Quintal
Gujarat,Cereals,sorghum,April-2026,717.97,Metric Tonnes,3683.27,Rs./Quintal
Gujarat,Cereals,maize,April-2026,1684.1,Metric Tonnes,1892.27,Rs./Quintal
Gujarat,Cereals,wheat,April-2026,55680.13,Metric Tonnes,2505.6,Rs./Quintal
Haryana,Cereals,barley,January-2024,155.2,Metric Tonnes,1701.68,Rs./Quintal
Haryana,Cereals,maize,January-2024,3.5,Metric Tonnes,2371.43,Rs./Quintal
Haryana,Cereals,wheat,January-2024,5.0,Metric Tonnes,2300.0,Rs./Quintal
Haryana,Cereals,barley,February-2024,88.0,Metric Tonnes,1801.7,Rs./Quintal
Haryana,Cereals,wheat,February-2024,3.5,Metric Tonnes,2242.86,Rs./Quintal
Haryana,Cereals,barley,March-2024,224.3,Metric Tonnes,1601.59,Rs./Quintal
Haryana,Cereals,maize,March-2024,22.5,Metric Tonnes,2223.22,Rs./Quintal
Haryana,Cereals,barley,April-2024,256.1,Metric Tonnes,1812.76,Rs./Quintal
Haryana,Cereals,wheat,April-2024,2260812.75,Metric Tonnes,2274.98,Rs./Quintal
Haryana,Cereals,barley,May-2024,956.9,Metric Tonnes,1910.51,Rs./Quintal
Haryana,Cereals,maize,May-2024,953.3,Metric Tonnes,2109.56,Rs./Quintal
Haryana,Cereals,wheat,May-2024,336783.6,Metric Tonnes,2275.06,Rs./Quintal
Haryana,Cereals,barley,June-2024,29.0,Metric Tonnes,1952.74,Rs./Quintal
Haryana,Cereals,maize,June-2024,63911.6,Metric Tonnes,1885.7,Rs./Quintal
